row_number,level,Nation_fk,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
175,1,170,2010,Middle East-North Africa,Qatar,"         240,000","       1,190,000","          20,000","         240,000","          50,000","         <10,000","          10,000","         <10,000","       1,760,000"
176,1,171,2010,Sub-Saharan Africa,Reunion,"         740,000","          40,000","          20,000","          40,000","         <10,000","         <10,000","         <10,000","         <10,000","         850,000"
177,1,172,2010,Europe,Romania,"      21,380,000","          70,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      21,490,000"
178,1,173,2010,Europe,Russia,"     104,750,000","      14,290,000","      23,180,000","          30,000","         170,000","         310,000","         <10,000","         230,000","     142,960,000"
179,1,174,2010,Sub-Saharan Africa,Rwanda,"       9,920,000","         190,000","         380,000","         <10,000","         <10,000","         100,000","          20,000","         <10,000","      10,620,000"
180,1,175,2010,Sub-Saharan Africa,St. Helena,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
181,1,176,2010,Latin America-Caribbean,St. Kitts and Nevis,"          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          50,000"
182,1,177,2010,Latin America-Caribbean,St. Lucia,"         160,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         170,000"
183,1,178,2010,North America,St. Pierre and Miquelon,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
184,1,179,2010,Latin America-Caribbean,St. Vincent and the Grenadines,"         100,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         110,000"
185,1,180,2010,Asia-Pacific,Samoa,"         180,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         180,000"
186,1,181,2010,Europe,San Marino,"          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
187,1,182,2010,Sub-Saharan Africa,Sao Tome and Principe,"         140,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         170,000"
188,1,183,2010,Middle East-North Africa,Saudi Arabia,"       1,200,000","      25,520,000","         180,000","         310,000","          90,000","          70,000","          70,000","         <10,000","      27,450,000"
189,1,184,2010,Sub-Saharan Africa,Senegal,"         450,000","      11,980,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      12,430,000"
190,1,185,2010,Europe,Serbia,"       7,490,000","         330,000","         260,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       8,090,000"
191,1,186,2010,Sub-Saharan Africa,Seychelles,"          90,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          90,000"
192,1,187,2010,Sub-Saharan Africa,Sierra Leone,"       1,230,000","       4,580,000","         <10,000","         <10,000","         <10,000","          50,000","         <10,000","         <10,000","       5,870,000"
193,1,188,2010,Asia-Pacific,Singapore,"         920,000","         730,000","         830,000","         260,000","       1,730,000","         120,000","         490,000","         <10,000","       5,090,000"
194,1,189,2010,Europe,Slovakia,"       4,660,000","         <10,000","         780,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       5,460,000"
195,1,190,2010,Europe,Slovenia,"       1,590,000","          70,000","         370,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,030,000"
196,1,191,2010,Asia-Pacific,Solomon Islands,"         520,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         540,000"
197,1,192,2010,Sub-Saharan Africa,Somalia,"         <10,000","       9,310,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       9,330,000"
198,1,193,2010,Sub-Saharan Africa,South Africa,"      40,710,000","         860,000","       7,450,000","         570,000","         100,000","         210,000","         170,000","          70,000","      50,130,000"
199,1,194,2010,Asia-Pacific,South Korea,"      14,170,000","         100,000","      22,340,000","         <10,000","      11,050,000","         400,000","         110,000","         <10,000","      48,180,000"
200,1,195,2010,Europe,Spain,"      36,240,000","         980,000","       8,740,000","          20,000","         <10,000","          20,000","          10,000","          60,000","      46,080,000"
201,1,196,2010,Asia-Pacific,Sri Lanka,"       1,530,000","       2,040,000","         <10,000","       2,830,000","      14,450,000","         <10,000","         <10,000","         <10,000","      20,860,000"
202,1,197,2010,Middle East-North Africa,Sudan,"       1,810,000","      30,490,000","         350,000","         <10,000","         <10,000","         950,000","         <10,000","         <10,000","      33,600,000"
203,1,198,2010,Latin America-Caribbean,Suriname,"         270,000","          80,000","          30,000","         100,000","         <10,000","          30,000","         <10,000","         <10,000","         520,000"
204,1,199,2010,Sub-Saharan Africa,Swaziland,"       1,040,000","         <10,000","         120,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","       1,190,000"
205,1,200,2010,Europe,Sweden,"       6,310,000","         430,000","       2,540,000","          20,000","          40,000","          20,000","          20,000","          10,000","       9,380,000"
206,1,201,2010,Europe,Switzerland,"       5,570,000","         380,000","       1,600,000","          40,000","          40,000","         <10,000","          10,000","          20,000","       7,660,000"
207,1,202,2010,Middle East-North Africa,Syria,"       1,060,000","      18,930,000","         420,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      20,410,000"
208,1,203,2010,Asia-Pacific,Taiwan,"       1,280,000","          10,000","       2,950,000","         <10,000","       4,950,000","      10,260,000","       3,760,000","         <10,000","      23,220,000"
209,1,204,2010,Asia-Pacific,Tajikistan,"         110,000","       6,650,000","         100,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       6,880,000"
210,1,205,2010,Sub-Saharan Africa,Tanzania,"      27,540,000","      15,770,000","         650,000","          50,000","         <10,000","         800,000","          30,000","         <10,000","      44,840,000"
211,1,206,2010,Asia-Pacific,Thailand,"         600,000","       3,770,000","         190,000","          70,000","      64,420,000","          60,000","         <10,000","         <10,000","      69,120,000"
212,1,207,2010,Asia-Pacific,Timor-Leste,"       1,120,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,120,000"
213,1,208,2010,Sub-Saharan Africa,Togo,"       2,640,000","         840,000","         370,000","         <10,000","         <10,000","       2,150,000","          30,000","         <10,000","       6,030,000"
